cikarilan_smiles,baslangic_smiles,distance,optimized_smiles
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,CCN1CCN(Cc2ccc(Nc3ncc(-c4cnc(C)c(F)c4F)c(N(C)C)n3)cc2)CC1=O,6.404177046792927,CCNCc1cnn(C2CCN(S(C)(=O)=O)C(C)C2)c1O
Cc1nc(NC(=O)N2CCCC2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,Cc1nc(CN2CCCC2C(=O)N2CC(C)OC(C)(C)C2)c(C(F)(F)F)s1,6.149021120988695,CCC(C)n1cc[nH+]c1C(N)C(=O)C(C)(F)F
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,CC(C)c1sc(C#N)c(-c2cccc(C(C)n3cncn3)c2)c1C#N,6.4066142764125384,CC(C)CC(C)C(N)Cl
NCCC(O)(P(=O)([O-])O)P(=O)([O-])O.O.O.O.O.O.[Na+].[Na+],NCCC(O)(O)P(=O)(O)C1CC2CCC1C2,6.02961593835981,NCCC(O)P(=O)([O-])O
C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,C=C1CC2CCC3=CC(=O)CC4(NC(=O)NC4=O)C3C2(C)CC1C,6.41385147500061,CC=C1CC23CCCC2(CC1=O)NC(=O)N3
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,CCCCCOC(=O)Nc1nc(=O)n(C2OC(O)C3(O)COCC23C)c2ccccc12,6.171630854628445,CCCCCOC(=O)NCn1nc(O)c(Br)c1N
O=P1(N(CCCl)CCCl)NCCCO1,O=C(CCl)N(CCCl)P1(=O)NCCCO1,7.036370437836146,CN(CC(Cl)Cl)S(N)(=O)=O
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1.Cl,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C(O)CCC3OC1CC(O)C2(CC(N)=CC(O)C2)C(N)O1,6.238995527457276,COc1cc(N)ccc1OC(=O)OC1CC(N)=CC(C)C1
C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4.CS(=O)(=O)O,C=C1OC2(C(C=CCC(=O)[O-])CCC(C)C2(C)O)C2(CC=CO2)C1(C)O,6.326207992001957,C=CCN1CCC(O)(C2(C)CCCO2)CCC1C
O=c1[nH]cc(F)c(=O)[nH]1,O=C1NC=C(F)CN1,6.5902909015427635,O=CF
CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,CCN(CCC(O)c1ccc(C=C(Cl)c2ccccc2)cc1)c1ccccc1,6.835437781738789,CCCOCC(N)CCN
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)C3C1CCC2O,CC1CC2C(CCCCC(CC(=O)N3CCSC(S(=O)(=O)O)C3CO)Cc3cc(F)c(F)c(F)c3F)CCCC2C[NH2+]1,6.306601960544659,CC1CCC2(C(F)(F)F)C(CCCCCS(=O)(=O)OCC(F)(F)F)CCCC2C1
