cikarilan_smiles,baslangic_smiles,distance,optimized_smiles
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,CCN1CCN(C(=O)c2ccc(NCc3cnc(N(C)C)nc3C)nc2Oc2cccc(F)c2F)CC1,6.258334485533744,CNCCNC(C)F
Cc1nc(NC(=O)N2CCCC2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,Cc1sc(C2CC2)nc1C(N)NC(=O)C(C)(C)N1CCCC1C(F)(F)F,5.969201754638835,CC(NCCC1CCCCCN1)C(N)=O
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,CC(C)c1c(C#N)cc(Cn2cncn2)cc1C(C)(C)C#N,6.612092539410724,CCC
NCCC(O)(P(=O)([O-])O)P(=O)([O-])O.O.O.O.O.O.[Na+].[Na+],N#CC12CCCC(O)(Cl)C1=NC(=N)N2Cc1cccc(F)c1,5.806228840981745,NCCC(O)(O)P
C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,C=C1CC(C)CCC1C1(C)NC(=O)C(=O)N1C[NH+]1CCCCC1,5.9060567234218935,C=CC
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,CCCCCOc1nc2cccc(N)n2c(=O)c1NC1OC(OC)C(O)C(O)C1C,6.06316173894188,CCCCNCNC(=O)OCOC
O=P1(N(CCCl)CCCl)NCCCO1,O=P1(NN=C(Cl)CCl)OCCCN1Cc1ccccc1,7.1937546749366765,CNS(N)(=O)=O
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1.Cl,COc1ccc2c(c1)C(=O)c1c(O)c3c(c(O)c1C2=O)CC(OC1OC(C(=O)O)C(O)C(N)C12C=C(C)CC(C)C2)CC3,6.27201393735539,NC(OC(=O)O)OC(=O)OC1(N)C(O)CC2CCCCC21
C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4.CS(=O)(=O)O,C#CC12CCOC1CC(C=C)=CC2O,7.177427127286557,NC#CC(=O)O
O=c1[nH]cc(F)c(=O)[nH]1,O=c1cccc[nH]1,6.055931546504057,C=O
CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,Cc1ccccc1CN(C)CCOC(C(=S)NO)c1ccccc1,6.235837744593935,CNC
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)C3C1CCC2O,CC1CCC23C(=CCC(F)C2C)C(F)CCC3C1c1cc(CCCCCCC(F)(F)F)ccc1S(=O)(=O)O,7.054419130049179,OC1(F)CCC(CC2CSCC[NH2+]2)C(CCCC(F)(F)F)C1
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cccc2)cc1,6.319511726730712,CCN
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,CC1C2CC(O)CC2C2c3ccc(O)cc3CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C12,7.018887511893068,CCC1CCC(CCCC2(OCC(F)(F)F)CCC2)C1
Cl.Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,Nc1nc(=O)n(C2OC(CO)C(O)C2O)c2[nH]nc(F)c12,6.209058568215817,CC1C(O)CC1N(C)C
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O.O=S(=O)(O)CCO,CC(=O)N1C(C)C=C(C[n+]2ccccc2)C2C1CCN2C(=O)Nc1ccc2c(c1)OCCO2,6.215535800341993,CC(N)=O
